color,director_name,num_critic_for_reviews,duration,actor_1_name,gross,movie_title,genres
Color,Alejandro Amenábar,180,141,Max Minghella,617840,Agora ,Adventure|Drama|History|Romance
Color,Kinka Usher,125,121,Janeane Garofalo,29655590,Mystery Men ,Action|Comedy|Fantasy|Sci-Fi
Color,Bobby Farrelly,237,111,Jenna Fischer,45045037,Hall Pass ,Comedy|Romance
Color,Michael Mann,209,157,Al Pacino,28965197,The Insider ,Biography|Drama|Thriller
Color,Craig Gillespie,178,117,Michael Raymond-James,27550735,The Finest Hours ,Action|Drama|History|Thriller
Color,Ridley Scott,238,128,Leonardo DiCaprio,39380442,Body of Lies ,Action|Drama|Thriller
Color,Jay Roach,190,114,Steve Carell,72980108,Dinner for Schmucks ,Comedy
Color,Timur Bekmambetov,393,105,Rufus Sewell,37516013,Abraham Lincoln: Vampire Hunter ,Action|Fantasy|Horror
Color,Jon Amiel,138,113,Will Patton,87704396,Entrapment ,Action|Crime|Romance|Thriller
Color,,4,30,Hector Elizondo,,Last Man Standing ,Comedy
Color,Rob Bowman,142,121,Martin Landau,83892374,The X Files ,Drama|Mystery|Sci-Fi|Thriller
Color,Doug Lefler,90,102,Colin Firth,5932060,The Last Legion ,Action|Adventure|Fantasy|War
Color,Steven Spielberg,219,169,Tom Hanks,216119491,Saving Private Ryan ,Action|Drama|War
Color,Scott Waugh,327,132,Rami Malek,43568507,Need for Speed ,Action|Crime|Drama|Thriller
Color,Nancy Meyers,149,127,Judy Greer,182805123,What Women Want ,Comedy|Fantasy|Romance
Color,Chris Wedge,193,103,Goran Visnjic,176387405,Ice Age ,Adventure|Animation|Comedy|Family
Color,Lawrence Kasdan,175,136,Morgan Freeman,33685268,Dreamcatcher ,Drama|Horror|Sci-Fi|Thriller
Color,Steven Spielberg,538,150,Joseph Gordon-Levitt,182204440,Lincoln ,Biography|Drama|History|War
Color,Lana Wachowski,313,136,Keanu Reeves,171383253,The Matrix ,Action|Sci-Fi
Color,Ron Howard,159,140,Tom Hanks,172071312,Apollo 13 ,Adventure|Drama|History
Color,Paul Verhoeven,196,113,Ronny Cox,119412921,Total Recall ,Action|Sci-Fi
Color,Michael Lembeck,80,104,Judge Reinhold,139225854,The Santa Clause 2 ,Comedy|Family|Fantasy
Color,Tom Hooper,488,158,Hugh Jackman,148775460,Les Misérables ,Drama|Musical|Romance
Color,Nora Ephron,153,119,Tom Hanks,115731542,You've Got Mail ,Comedy|Drama|Romance
Color,Adam McKay,173,106,Will Ferrell,100468793,Step Brothers ,Comedy
Color,Martin Campbell,156,136,Anthony Hopkins,93771072,The Mask of Zorro ,Action|Adventure|Comedy|Romance|Thriller|Western
Color,Todd Phillips,307,95,Robert Downey Jr.,100448498,Due Date ,Comedy|Drama
Color,Angelina Jolie Pitt,322,137,Finn Wittrock,115603980,Unbroken ,Biography|Drama|Sport|War
Black and White,Clint Eastwood,169,130,Clint Eastwood,90454043,Space Cowboys ,Action|Adventure|Thriller
Color,Renny Harlin,74,124,Sylvester Stallone,84049211,Cliffhanger ,Action|Adventure|Thriller
Color,John Woo,72,108,Delroy Lindo,70450000,Broken Arrow ,Action|Crime|Thriller
Color,Jon Turteltaub,86,104,Bruce Willis,69688384,The Kid ,Comedy|Family|Fantasy
Color,Oliver Stone,242,129,Nicolas Cage,70236496,World Trade Center ,Drama|History|Thriller
Color,Mike Newell,141,117,Julia Roberts,63695760,Mona Lisa Smile ,Drama
Color,Larry Charles,313,99,Sayed Badreya,59617068,The Dictator ,Comedy|Romance
Color,Stanley Kubrick,280,159,Tom Cruise,55637680,Eyes Wide Shut ,Drama|Mystery|Thriller
Color,Will Gluck,176,118,Quvenzhané Wallis,85911262,Annie ,Comedy|Drama|Family|Musical
Color,Glenn Ficarra,279,105,Will Smith,53846915,Focus ,Comedy|Crime|Drama|Romance
Color,McG,241,103,Tom Hardy,54758461,This Means War ,Action|Comedy|Romance
Color,David S. Goyer,185,122,Ryan Reynolds,52397389,Blade: Trinity ,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller
Color,John Milius,97,114,Lea Thompson,,Red Dawn ,Action|Drama|War
Color,Mike Nichols,117,143,Maura Tierney,38966057,Primary Colors ,Comedy|Drama
Color,Paul W.S. Anderson,239,96,Milla Jovovich,42345531,Resident Evil: Retribution ,Action|Horror|Sci-Fi|Thriller
Color,Paul W.S. Anderson,230,111,Jason Statham,36064910,Death Race ,Action|Sci-Fi|Thriller
Color,Renny Harlin,94,121,Melina Kanakaredes,33328051,The Long Kiss Goodnight ,Action|Crime|Drama|Mystery|Thriller
Color,Taylor Hackford,134,135,Pamela Reed,32598931,Proof of Life ,Action|Drama|Thriller
Color,Jon Favreau,136,101,Kristen Stewart,28045540,Zathura: A Space Adventure ,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi
Color,David Fincher,315,151,Brad Pitt,37023395,Fight Club ,Drama
Color,McG,96,131,Matthew McConaughey,43532294,We Are Marshall ,Drama|Sport
Color,,14,60,Jason Flemyng,,The Missing ,Crime|Drama|Mystery
Color,Michael Lehmann,60,100,Bruce Willis,17218080,Hudson Hawk ,Action|Adventure|Comedy
Color,Nora Ephron,60,105,Michael Rapaport,10014234,Lucky Numbers ,Comedy|Crime
Color,Stuart Beattie,308,92,Caitlin Stasey,19059018,"I, Frankenstein ",Action|Fantasy|Sci-Fi|Thriller
Color,Roman Polanski,127,130,Ian McNeice,1987287,Oliver Twist ,Crime|Drama
Color,Rob Bowman,196,100,Jennifer Garner,24407944,Elektra ,Action|Crime|Fantasy|Thriller
Black and White,Frank Miller,339,102,Joseph Gordon-Levitt,13750556,Sin City: A Dame to Kill For ,Action|Crime|Thriller
Color,Sydney Pollack,96,133,Harrison Ford,31054924,Random Hearts ,Drama|Mystery|Romance
Color,Baltasar Kormákur,361,121,Michael Kelly,43247140,Everest ,Adventure|Biography|Drama|History|Sport|Thriller
Color,Tom Tykwer,226,147,Michael Smiley,2208939,Perfume: The Story of a Murderer ,Crime|Drama|Fantasy
Color,Jay Roach,194,94,Verne Troyer,213079163,Austin Powers in Goldmember ,Action|Comedy|Crime
Color,David Bowers,138,94,Nicolas Cage,19548064,Astro Boy ,Action|Animation|Comedy|Family|Sci-Fi
Color,Steven Spielberg,308,127,Wayne Knight,356784000,Jurassic Park ,Adventure|Sci-Fi|Thriller
Color,Lawrence Kasdan,40,212,Dennis Quaid,25052000,Wyatt Earp ,Adventure|Biography|Crime|Drama|Western
Color,Phillip Noyce,42,141,Harrison Ford,122012710,Clear and Present Danger ,Action|Crime|Drama|Thriller
Color,Daniel Lee,68,103,Si Won Choi,72413,Dragon Blade ,Action|Adventure|Drama|History
Color,Keenen Ivory Wayans,78,98,Chazz Palminteri,58255287,Littleman ,Comedy|Crime
Color,Jonathan Mostow,178,116,Matthew McConaughey,77086030,U-571 ,Action|War
Color,Rob Reiner,75,114,Shawna Waldron,65000000,The American President ,Comedy|Drama|Romance
Color,Marco Schnabel,150,87,Justin Timberlake,32178777,The Love Guru ,Comedy|Romance|Sport
Color,Demian Lichtenstein,113,125,Jon Lovitz,15738632,3000 Miles to Graceland ,Action|Comedy|Crime|Thriller
Color,Quentin Tarantino,596,187,Craig Stark,54116191,The Hateful Eight ,Crime|Drama|Mystery|Thriller|Western
Color,Josh Gordon,191,93,Will Ferrell,118153533,Blades of Glory ,Comedy|Sport
Color,Tim Hill,156,95,Gary Cole,108012170,Hop ,Adventure|Animation|Comedy|Family|Fantasy
Color,Zack Snyder,460,117,Gerard Butler,210592590,300 ,Action|Drama|Fantasy|War
Color,Jay Roach,141,106,Robert De Niro,279167575,Meet the Fockers ,Comedy|Romance
Color,David Frankel,180,115,Eric Dane,143151473,Marley & Me ,Comedy|Drama|Family
Color,Frank Darabont,186,189,Tom Hanks,136801374,The Green Mile ,Crime|Drama|Fantasy|Mystery
Color,Walt Becker,177,100,Jill Hennessy,168213584,Wild Hogs ,Action|Adventure|Comedy
Color,Mark Dindal,161,81,Catherine O'Hara,135381507,Chicken Little ,Adventure|Animation|Comedy|Family|Sci-Fi
Color,David Fincher,568,149,Patrick Fugit,167735396,Gone Girl ,Crime|Drama|Mystery|Thriller
Color,Doug Liman,249,119,Matt Damon,121468960,The Bourne Identity ,Action|Mystery|Thriller
Color,Martin Campbell,137,130,Izabella Scorupco,106635996,GoldenEye ,Action|Adventure|Thriller
Color,Simon West,113,116,Daniel von Bargen,102678089,The General's Daughter ,Drama|Mystery|Thriller
Color,Peter Weir,213,103,Natascha McElhone,125603360,The Truman Show ,Comedy|Drama|Sci-Fi
Color,Brenda Chapman,120,99,Martin Short,101217900,The Prince of Egypt ,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical
Color,Steve Carr,81,92,Anjelica Huston,104148781,Daddy Day Care ,Comedy|Family
Color,Baltasar Kormákur,265,109,Denzel Washington,75573300,2 Guns ,Action|Comedy|Crime|Drama|Thriller
Color,Lawrence Guterman,105,87,Carol Ann Susi,93375151,Cats & Dogs ,Action|Comedy|Family|Fantasy
Color,F. Gary Gray,155,111,Jason Statham,106126012,The Italian Job ,Action|Crime|Thriller
Color,Marc Lawrence,118,101,Dorian Missick,93307796,Two Weeks Notice ,Comedy|Romance
Color,Eric Darnell,131,83,Sylvester Stallone,90646554,Antz ,Adventure|Animation|Comedy|Family
Color,Peter Billingsley,166,113,Jon Favreau,109176215,Couples Retreat ,Comedy
Color,Tony Scott,60,107,Tom Cruise,82670733,Days of Thunder ,Action|Drama|Sport
Color,Adam Shankman,77,94,Taylor Lautner,82569532,Cheaper by the Dozen 2 ,Adventure|Comedy|Family
Color,Wes Ball,249,132,Ki Hong Lee,81687587,The Scorch Trials ,Action|Sci-Fi|Thriller
Color,Ryan Murphy,213,140,James Franco,80574010,Eat Pray Love ,Drama|Romance
Color,Brett Ratner,121,125,Nicolas Cage,75764085,The Family Man ,Comedy|Drama|Fantasy|Romance
Color,Robert Schwentke,315,111,Bruce Willis,90356857,RED ,Action|Comedy|Crime|Thriller
Color,Oliver Stone,171,156,Al Pacino,75530832,Any Given Sunday ,Drama|Sport
Color,Robert Redford,96,170,Scarlett Johansson,75370763,The Horse Whisperer ,Drama|Romance|Western
Color,Michael Mann,299,120,Tom Cruise,100003492,Collateral ,Crime|Drama|Thriller
Color,Chuck Russell,167,100,Dwayne Johnson,90341670,The Scorpion King ,Action|Adventure|Fantasy|Thriller
Color,Jay Russell,125,115,Billy Burke,74540762,Ladder 49 ,Action|Drama|Thriller
Color,Christopher McQuarrie,387,130,Tom Cruise,80033643,Jack Reacher ,Action|Crime|Mystery|Thriller
Color,Renny Harlin,199,105,LL Cool J,73648142,Deep Blue Sea ,Action|Sci-Fi|Thriller
Color,Kenny Ortega,136,111,Misha Gabriel Hamilton,71844424,This Is It ,Documentary|Music
Color,Steven Soderbergh,436,106,Matt Damon,75638743,Contagion ,Drama|Thriller
Color,David McNally,73,89,Estella Warren,66734992,Kangaroo Jack ,Action|Adventure|Comedy|Crime
Black and White,Henry Selick,310,100,Jennifer Saunders,75280058,Coraline ,Animation|Family|Fantasy
Color,M. Night Shyamalan,323,91,Zooey Deschanel,64505912,The Happening ,Sci-Fi|Thriller
Color,Tony Scott,171,146,Denzel Washington,77862546,Man on Fire ,Action|Crime|Drama|Thriller
Color,Brian Robbins,76,98,Robert Downey Jr.,61112916,The Shaggy Dog ,Comedy|Family|Fantasy
Color,Todd Phillips,173,101,Snoop Dogg,88200225,Starsky & Hutch ,Comedy|Crime
Color,Brian Levant,81,94,Jim Belushi,60573641,Jingle All the Way ,Comedy|Family
Color,Guillermo del Toro,242,132,James Babson,59035104,Hellboy ,Action|Fantasy|Horror|Sci-Fi
Color,Steven Zaillian,110,115,Robert Duvall,56702901,A Civil Action ,Drama
Color,Chris Butler,328,92,Anna Kendrick,55994557,ParaNorman ,Adventure|Animation|Comedy|Family|Fantasy
Color,Michael Caton-Jones,83,124,J.K. Simmons,54910560,The Jackal ,Action|Adventure|Crime|Thriller
Color,John Woo,196,119,Ivana Milicevic,53789313,Paycheck ,Action|Mystery|Sci-Fi|Thriller
Color,Jon Avnet,34,124,Joe Mantegna,51045801,Up Close & Personal ,Drama|Romance
Color,Sam Fell,118,93,Emma Watson,50818750,The Tale of Despereaux ,Adventure|Animation|Comedy|Family|Fantasy
Color,,8,22,Bianca Kajlich,,Rules of Engagement ,Comedy|Romance
Color,Kevin Donovan,81,98,Romany Malco,50189179,The Tuxedo ,Action|Comedy|Sci-Fi
Color,Geoff Murphy,47,92,Peter Greene,50024083,Under Siege 2: Dark Territory ,Action|Thriller
Color,Kenneth Branagh,313,105,Colm Feore,50549107,Jack Ryan: Shadow Recruit ,Action|Drama|Thriller
Color,David O. Russell,315,124,Jennifer Lawrence,56443482,Joy ,Biography|Comedy|Drama
Color,Babak Najafi,225,99,Gerard Butler,62401264,London Has Fallen ,Action|Crime|Drama|Thriller
Color,Jean-Pierre Jeunet,223,116,Gary Dourdan,47748610,Alien: Resurrection ,Action|Horror|Sci-Fi
Color,Antoine Fuqua,198,124,Tate Donovan,46975183,Shooter ,Action|Crime|Drama|Mystery|Thriller
Color,Graham Annable,219,96,Isaac Hempstead Wright,50807639,The Boxtrolls ,Adventure|Animation|Comedy|Family|Fantasy
Color,Griffin Dunne,92,104,Goran Visnjic,46611204,Practical Magic ,Comedy|Drama|Fantasy|Romance
Color,Phil Lord,435,100,Morgan Freeman,257756197,The Lego Movie ,Action|Adventure|Animation|Comedy|Family|Fantasy
Color,John Pasquin,111,115,Eileen Brennan,48472213,Miss Congeniality 2: Armed and Fabulous ,Action|Comedy|Crime
Color,Rob Bowman,138,101,Christian Bale,43060566,Reign of Fire ,Action|Adventure|Fantasy|Sci-Fi|Thriller
Color,Ruben Fleischer,415,113,Ryan Gosling,45996718,Gangster Squad ,Action|Crime|Drama|Thriller
Color,Harold Ramis,170,100,Olivia Wilde,43337279,Year One ,Adventure|Comedy
Color,Clint Eastwood,306,134,Matt Damon,37479778,Invictus ,Biography|Drama|History|Sport
Color,Kevin Macdonald,252,127,Robin Wright,36965395,State of Play ,Crime|Drama|Mystery|Thriller
Color,Tony Gilroy,211,125,Julia Roberts,40559930,Duplicity ,Comedy|Crime|Romance|Thriller
Color,Donald Petrie,49,94,Steven Anthony Lawrence,36830057,My Favorite Martian ,Comedy|Family|Sci-Fi
Color,Clark Johnson,161,107,Blair Brown,36279230,The Sentinel ,Action|Crime|Thriller
Color,Jorge Blanco,156,91,Dwayne Johnson,42194060,Planet 51 ,Adventure|Animation|Comedy|Family|Sci-Fi
Color,Stuart Baird,172,116,Tom Hardy,43119879,Star Trek: Nemesis ,Action|Adventure|Sci-Fi|Thriller
Color,Joel Coen,161,100,Cedric the Entertainer,35096190,Intolerable Cruelty ,Comedy|Crime|Romance
Color,Robert Lorenz,239,111,Clint Eastwood,35754555,Trouble with the Curve ,Drama|Sport
Color,Martin Campbell,258,117,Bojana Novakovic,43290977,Edge of Darkness ,Crime|Drama|Mystery|Thriller
Color,Peter Hyams,95,110,John Kapelos,33927476,The Relic ,Horror|Mystery|Sci-Fi|Thriller
Color,Harold Ramis,105,96,Robert De Niro,32122249,Analyze That ,Comedy|Crime
Color,Jon Avnet,198,101,Robert De Niro,40076438,Righteous Kill ,Action|Crime|Drama|Mystery|Thriller
Color,Harold Becker,79,111,Bruce Willis,32940507,Mercury Rising ,Action|Crime|Drama|Thriller
Color,Joe Wright,210,117,Robert Downey Jr.,31670931,The Soloist ,Biography|Drama|Music
Color,Robert Redford,125,126,Matt Damon,30695227,The Legend of Bagger Vance ,Drama|Fantasy|Sport
Color,Cameron Crowe,149,152,Philip Seymour Hoffman,32522352,Almost Famous ,Adventure|Comedy|Drama|Music
Color,Tim Hill,77,86,Bill Murray,28424210,Garfield 2 ,Animation|Comedy|Family|Fantasy
Color,Lee Tamahori,77,101,Sunny Mabrey,26082914,xXx: State of the Union ,Action|Adventure|Crime|Thriller
Color,Scott Stewart,225,87,Josh Wingate,29136626,Priest ,Action|Fantasy|Horror|Sci-Fi|Thriller
Color,Patrick Gilmore,98,85,Brad Pitt,26288320,Sinbad: Legend of the Seven Seas ,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance
Color,Paul W.S. Anderson,172,130,Sean Pertwee,26616590,Event Horizon ,Horror|Sci-Fi|Thriller
Color,Joss Whedon,703,173,Chris Hemsworth,623279547,The Avengers ,Action|Adventure|Sci-Fi
Color,Tom Shadyac,117,104,Joe Morton,30063805,Dragonfly ,Drama|Fantasy|Mystery|Romance|Thriller
Color,Brian De Palma,240,121,Scarlett Johansson,22518325,The Black Dahlia ,Crime|Drama|Mystery|Thriller
Black and White,Tony Bill,123,140,James Franco,13082288,Flyboys ,Action|Adventure|Drama|History|Romance|War
Color,Rod Lurie,110,131,Clifton Collins Jr.,18208078,The Last Castle ,Action|Drama|Thriller
Color,Walter Hill,100,91,Robert Forster,14218868,Supernova ,Horror|Sci-Fi|Thriller
Color,Akiva Goldsman,189,118,Matt Bomer,22451,Winter's Tale ,Drama|Fantasy|Mystery|Romance
Color,Harald Zwart,212,130,Aidan Turner,31165421,The Mortal Instruments: City of Bones ,Fantasy|Horror|Mystery|Romance
Color,Brian Robbins,127,90,Marc Blucas,11802056,Meet Dave ,Adventure|Comedy|Family|Romance|Sci-Fi
Color,Walter Salles,196,103,Dougray Scott,25472967,Dark Water ,Drama|Horror|Thriller
Color,Ron Howard,115,122,Matthew McConaughey,22362500,Edtv ,Comedy|Drama
Color,Iain Softley,161,106,Brendan Fraser,17281832,Inkheart ,Adventure|Family|Fantasy
Color,Frank Miller,223,103,Scarlett Johansson,19781879,The Spirit ,Action|Crime|Fantasy|Thriller
Color,David Koepp,181,107,Johnny Depp,7605668,Mortdecai ,Action|Comedy|Mystery|Romance
Color,Uwe Boll,140,156,Jason Statham,4535117,In the Name of the King: A Dungeon Siege Tale ,Action|Adventure|Fantasy|Thriller
Color,Martin Campbell,54,127,Angelina Jolie Pitt,4426297,Beyond Borders ,Adventure|Drama|Romance|War
Color,Pou-Soi Cheang,14,119,Li Gong,,Xi you ji zhi: Sun Wukong san da Baigu Jing ,Action|Adventure|Fantasy
Black and White,John Dahl,81,132,James Franco,10166502,The Great Raid ,Action|Drama|War
Color,Tim Miller,579,108,Ryan Reynolds,363024263,Deadpool ,Action|Adventure|Comedy|Romance|Sci-Fi
Color,Stephen Herek,56,114,Kelly Preston,12065985,Holy Man ,Comedy|Drama
Color,Clint Eastwood,490,133,Bradley Cooper,350123553,American Sniper ,Action|Biography|Drama|History|Thriller|War
Color,Rob Letterman,218,103,Odeya Rush,80021740,Goosebumps ,Adventure|Comedy|Family|Fantasy|Horror
Color,,20,22,Nate Richert,,"Sabrina, the Teenage Witch             ",Comedy|Family|Fantasy
Color,Mark Waters,142,95,Jon Heder,48291624,Just Like Heaven ,Comedy|Fantasy|Romance
Color,Brian Levant,57,90,Taylor Negron,35231365,The Flintstones in Viva Rock Vegas ,Comedy|Family|Romance|Sci-Fi
Color,Peter MacDonald,84,87,Sylvester Stallone,53715611,Rambo III ,Action|Adventure|Thriller|War
Color,George Clooney,186,114,Robert Baker,31199215,Leatherheads ,Comedy|Drama|Romance|Sport
Color,Frank Coraci,53,119,Taylor Lautner,,The Ridiculous 6 ,Comedy|Western
Color,Marc Lawrence,133,103,Michael Kelly,29580087,Did You Hear About the Morgans? ,Comedy|Drama|Romance
Color,Shawn Levy,246,125,Josh Gad,44665963,The Internship ,Comedy
Color,Paul W.S. Anderson,253,97,Milla Jovovich,60128566,Resident Evil: Afterlife ,Action|Adventure|Horror|Sci-Fi
Color,Anthony Hemingway,144,125,David Oyelowo,49875589,Red Tails ,Action|Adventure|Drama|History|War
Color,,46,30,Chris Noth,,Sex and the City ,Comedy|Romance
Color,Taylor Hackford,117,136,Keanu Reeves,60984028,The Devil's Advocate ,Drama|Mystery|Thriller
Color,Sean Anders,157,116,Adam Sandler,36931089,That's My Boy ,Comedy
Color,Rob Cohen,60,103,Dennis Quaid,51317350,DragonHeart ,Action|Adventure|Fantasy
Color,Brett Ratner,117,97,Salma Hayek,28328132,After the Sunset ,Action|Comedy|Crime|Drama
Color,Mark Neveldine,287,96,Nicolas Cage,51774002,Ghost Rider: Spirit of Vengeance ,Action|Fantasy|Thriller
Color,John Madden,96,131,Christian Bale,25528495,Captain Corelli's Mandolin ,Drama|Music|Romance|War
Color,,26,22,Barry Corbin,,Anger Management ,Comedy|Romance
Color,Adam Shankman,125,95,Vin Diesel,113006880,The Pacifier ,Action|Comedy|Drama|Family|Thriller
Color,Kevin Bray,117,86,Dwayne Johnson,45860039,Walking Tall ,Action|Crime
Black and White,Robert Zemeckis,149,142,Tom Hanks,329691196,Forrest Gump ,Comedy|Drama
Color,Tim Hill,131,92,Jesse McCartney,217326336,Alvin and the Chipmunks ,Animation|Comedy|Family|Fantasy|Music
Color,Jay Roach,150,108,Robert De Niro,166225040,Meet the Parents ,Comedy
Color,Mike Gabriel,92,84,Christian Bale,141600000,Pocahontas ,Adventure|Animation|Drama|Family|History|Musical|Romance
Color,Richard Donner,169,188,Marlon Brando,134218018,Superman ,Action|Adventure|Drama|Romance|Sci-Fi
Color,Tom Shadyac,57,95,Jada Pinkett Smith,128769345,The Nutty Professor ,Comedy|Romance|Sci-Fi
Color,Andy Tennant,171,118,Will Smith,177575142,Hitch ,Comedy|Romance
Color,Sam Weisman,53,92,Brendan Fraser,105263257,George of the Jungle ,Action|Adventure|Comedy|Family|Romance
Color,Jesse Dylan,153,74,Alyson Hannigan,104354205,American Wedding ,Comedy|Romance
Color,Paul Greengrass,491,134,Tom Hanks,107100855,Captain Phillips ,Biography|Drama|Thriller
Color,Shawn Levy,247,101,Mila Kunis,98711404,Date Night ,Comedy|Crime|Romance|Thriller
Color,Brad Silberling,26,100,Eric Idle,100328194,Casper ,Comedy|Family|Fantasy
Color,Antoine Fuqua,292,132,Denzel Washington,101530738,The Equalizer ,Action|Crime|Thriller
Color,Wayne Wang,114,105,Bob Hoskins,93815117,Maid in Manhattan ,Comedy|Drama|Romance
Color,Tony Scott,82,123,Denzel Washington,91400000,Crimson Tide ,Action|Drama|Thriller|War
Color,Gabriele Muccino,201,117,Will Smith,162586036,The Pursuit of Happyness ,Biography|Drama
Color,Robert Schwentke,231,98,Erika Christensen,89706988,Flightplan ,Drama|Mystery|Thriller
Color,Barry Levinson,55,128,Demi Moore,83000000,Disclosure ,Drama|Thriller
Color,Brad Silberling,110,114,Nicolas Cage,78745923,City of Angels ,Drama|Fantasy|Romance
Black and White,Quentin Tarantino,354,111,David Carradine,70098138,Kill Bill: Vol. 1 ,Action
Color,Frank Oz,140,85,Robert Downey Jr.,66365290,Bowfinger ,Comedy
Color,,77,44,Christopher Judge,,Stargate SG-1 ,Action|Adventure|Drama|Sci-Fi
Black and White,Quentin Tarantino,304,137,Vivica A. Fox,66207920,Kill Bill: Vol. 2 ,Action|Crime|Drama|Thriller
Color,Andrey Konchalovskiy,45,97,Sylvester Stallone,63408614,Tango & Cash ,Action|Comedy|Crime|Thriller
Color,Robert Zemeckis,49,104,Bruce Willis,58422650,Death Becomes Her ,Comedy|Fantasy|Horror
Color,Tom Dey,146,110,Xander Berkeley,56932305,Shanghai Noon ,Action|Adventure|Comedy|Western
Color,Stuart Baird,60,133,Oliver Platt,68750000,Executive Decision ,Action|Adventure|Thriller
Color,Mark Waters,189,94,Madeline Carroll,68218041,Mr. Popper's Penguins ,Comedy|Family|Fantasy
Color,Rob Minkoff,206,104,Jet Li,25040293,The Forbidden Kingdom ,Action|Adventure|Fantasy
Color,Jimmy Hayward,118,91,Amy Poehler,55747724,Free Birds ,Adventure|Animation|Comedy|Family
Color,David Fincher,210,145,Charles S. Dutton,55473600,Alien 3 ,Action|Horror|Sci-Fi
Color,Alan Parker,76,135,Andrea Corr,49994804,Evita ,Biography|Drama|History|Musical
Color,John Frankenheimer,149,122,Robert De Niro,41609593,Ronin ,Action|Adventure|Crime|Thriller
Color,Stephen Hopkins,62,110,Tom Wilkinson,38553833,The Ghost and the Darkness ,Adventure|Drama|Horror|Thriller
Color,Paul King,224,95,Julie Walters,76137505,Paddington ,Animation|Comedy|Family|Fantasy
Color,Akiva Schaffer,265,102,Will Forte,34350553,The Watch ,Action|Comedy|Sci-Fi
Color,William Friedkin,135,94,Connie Nielsen,34238611,The Hunted ,Action|Crime|Drama|Thriller
Color,Jon Turteltaub,100,126,Anthony Hopkins,34098563,Instinct ,Drama|Thriller
Color,Bobby Farrelly,123,118,Matt Damon,33828318,Stuck on You ,Comedy
Color,Kent Alterman,164,99,Will Ferrell,33472850,Semi-Pro ,Comedy|Sport
Color,Peter Lord,238,88,Salma Hayek,31051126,The Pirates! Band of Misfits ,Adventure|Animation|Comedy|Family
Color,Clint Eastwood,264,141,Angelina Jolie Pitt,35707327,Changeling ,Crime|Drama|Mystery|Thriller
Color,Andrew Davis,47,107,Keanu Reeves,20550712,Chain Reaction ,Action|Drama|Sci-Fi|Thriller
Color,Tony Scott,50,116,Robert De Niro,18573791,The Fan ,Action|Drama|Sport|Thriller
Black and White,Joel Schumacher,153,143,Gerard Butler,51225796,The Phantom of the Opera ,Drama|Musical|Romance|Thriller
Color,Shekhar Kapur,202,114,Eddie Redmayne,16264475,Elizabeth: The Golden Age ,Biography|Drama|History|War
Color,Karyn Kusama,178,93,Charlize Theron,25857987,Æon Flux ,Action|Sci-Fi
Color,Ron Maxwell,84,280,Billy Campbell,12870569,Gods and Generals ,Drama|History|War
Color,Robert Butler,44,100,Hector Elizondo,11466088,Turbulence ,Action|Thriller
Color,Karey Kirkpatrick,93,107,Stephen Root,16088610,Imagine That ,Comedy|Drama|Family|Fantasy
Color,James Bobin,277,119,Ty Burrell,51178893,Muppets Most Wanted ,Adventure|Comedy|Crime|Family|Musical
Color,Jonathan Frakes,76,95,Sophia Myles,6768055,Thunderbirds ,Action|Adventure|Comedy|Family|Sci-Fi
Color,Steve Antin,197,119,Eric Dane,39440655,Burlesque ,Drama|Music|Musical|Romance
Color,Jean-Pierre Jeunet,186,133,Denis Lavant,6167817,A Very Long Engagement ,Drama|Mystery|Romance|War
Black and White,Stanley Kubrick,103,152,James Mason,,Lolita ,Crime|Drama|Romance
Color,Jim Gillespie,66,96,Sylvester Stallone,,Eye See You ,Crime|Horror|Mystery|Thriller
Color,Guillermo del Toro,224,117,Norman Reedus,81645152,Blade II ,Action|Horror|Sci-Fi|Thriller
Color,Gabriele Muccino,202,123,Will Smith,69951824,Seven Pounds ,Drama|Romance
Color,Walter Hill,279,92,Sylvester Stallone,9483821,Bullet to the Head ,Action|Thriller
Color,Francis Ford Coppola,110,170,Al Pacino,66676062,The Godfather: Part III ,Crime|Drama
Color,Cameron Crowe,190,123,Orlando Bloom,26838389,Elizabethtown ,Comedy|Drama|Romance
Color,Anthony Russo,136,110,Todd Stashwick,75604320,"You, Me and Dupree ",Comedy|Romance
Color,Richard Lester,121,116,Margot Kidder,108200000,Superman II ,Action|Adventure|Romance|Sci-Fi
Color,Martin Brest,131,121,Todd Giebenhain,5660084,Gigli ,Comedy|Crime|Romance
Black and White,Steven Zaillian,127,128,Kate Winslet,7221458,All the King's Men ,Drama|Thriller
Color,John Singleton,160,99,Christian Bale,70327868,Shaft ,Action|Crime|Thriller
Color,Don Bluth,78,94,Kirsten Dunst,58297830,Anastasia ,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance
Black and White,Baz Luhrmann,209,127,Jim Broadbent,57386369,Moulin Rouge! ,Drama|Musical|Romance
Color,Harold Becker,98,89,Steve Buscemi,45207112,Domestic Disturbance ,Crime|Mystery|Thriller
Color,Scott Cooper,391,123,Johnny Depp,62563543,Black Mass ,Biography|Crime|Drama
Color,Clint Eastwood,279,135,Paul Walker,33574332,Flags of Our Fathers ,Drama|History|War
